"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Impressions,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Matched Audience Targeting Consumption (Video Click)",REELS_PLAYS:COUNT,"Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad CPM (USD)","Ad impressions"
1158313249632807,100063624278058,"Bidhaan Health & Beauty","Bidhaan Health & Beauty  Waxaa ka heleysaa Daryeel, Daaween iyo Hagid Cilmi iyo Aqoon Ku Suntan.

#Bidhaan_Health_Beuaty
#Best_Skin_Care",,0,"02/11/2025 06:48",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid0awLMEb9yGcZBoNnP3ok42BgvNGTNE2dwsmcwcU77fSKUp1FWyfGdbkmXVbCq1PVl,0,0,Photos,,,,,Lifetime,563,149,142,7,7,0,0,5,4,1,,,,,,,,
1156768693120596,100063624278058,"Bidhaan Health & Beauty","In aa  Baratid Nuuca Maqaarkaada oo heshid Daryeel Kooban  oo kugu haboon  Waxaa  kaa  xiga in aa  Booqatid xarumaha Bidhaan Health & Beauty 
  Lana  Kulantid  Dhaqtar  Qibrad  sarre u leh  Daryeelka maqaarkaaga.

#Bidhaan_Health_Beuaty
#Best_Skin_Care",,0,"02/09/2025 05:24",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid07S2xXHQGibEs9fsuk6iaAkHXPNya1U3wXpRB1igPxZjeMZwT8eHMEPhTmpVkYTaNl,0,0,Photos,,,,,Lifetime,1883,1265,1262,18,17,0,1,12,5,7,,,,,,,,
1155860729878059,100063624278058,"Bidhaan Health & Beauty","𝐍𝐀𝐈𝐋 𝐖𝐎𝐑𝐋𝐃 𝐃𝐀𝐘.
#Bidhaan_Health_Beuaty
#Best_Skin_Care",,0,"02/08/2025 00:13",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid02tEaXWLfauoTVr7gMqXNnpBCyZ3sGVHr253bLJ7zKF2jJD8F4ny77DHn8bfLRRFnvl,0,0,Photos,,,,,Lifetime,3368,2226,2225,31,27,2,2,84,61,23,,,,,,,,
1154902913307174,100063624278058,"Bidhaan Health & Beauty","Jimca mubaarak.",,0,"02/06/2025 18:09",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid0PocjSiTkjHEUDXTYuZQM2tSNBD186GCjCsfANGAhbtSxLYKENpGocRiKB7epwDmVl,0,0,Photos,,,,,Lifetime,981,698,676,8,8,0,0,9,6,3,,,,,,,,
1153421723455293,100063624278058,"Bidhaan Health & Beauty","𝐔𝐌𝐀 𝐁𝐀𝐀𝐇𝐍𝐈𝐃 𝐀𝐋𝐀𝐀𝐁 𝐎𝐍𝐋𝐈𝐍𝐄 𝐋𝐀𝐆𝐀 𝐗𝐀𝐘𝐄𝐄𝐘𝐒𝐈𝐈𝐘𝐀𝐘 𝐈𝐍𝐀𝐀 𝐈𝐒𝐊𝐀 𝐈𝐈𝐁𝐒𝐀𝐓𝐈𝐃.

#Bidhaan_Health_Beuaty
#Best_skin_care",,0,"02/04/2025 23:17",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid0EW7rPY56atZVa1nHgD5XoiJ6ysYWdi4DpyemU3xsvyeifayFEQhjtePjAyezezqKl,0,0,Photos,,,,,Lifetime,2813,1892,1855,23,21,0,2,44,28,16,,,,,,,,
1150718440392288,100063624278058,"Bidhaan Health & Beauty","𝐖𝐚𝐱𝐚𝐚𝐧 𝐐𝐞𝐲𝐛 𝐤𝐚 𝐧𝐚𝐡𝐚𝐲 𝐜𝐚𝐚𝐟𝐢𝐦𝐚𝐚𝐝𝐤𝐚 𝐦𝐚𝐪𝐚𝐚𝐫𝐤𝐚𝐚𝐠𝐚.

Fadlan nagala soo xiriir:
0770712173
#Bidhaan_Health_Beuaty
#Best_skin_care",,0,"02/01/2025 09:49",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid0Bbpr3zPJ8RYsyDwCMQjR4rzsztxpzo7kJNvVRaNbApMzzcHkvJWMGBr4fKZq9MYJl,0,0,Photos,,,,,Lifetime,3637,2399,2357,23,21,0,2,78,26,52,,,,,,,,
1149411707189628,100063624278058,"Bidhaan Health & Beauty","jimca kariim.

#Bidhaan_Health_Beuaty
#Best_skin_care",,0,"01/30/2025 17:39",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid0dHTAwccJvtniDq6HiZCjZoRUyhU4DKfQFDN3n5e3BvFLskRfF9PQaXhahBrt3vLJl,0,0,Photos,,,,,Lifetime,1410,958,921,9,9,0,0,15,5,10,,,,,,,,
1148391260625006,100063624278058,"Bidhaan Health & Beauty","Fadlan nagala soo xiriir:
0770712173
#Bidhaan_Health_Beuaty
#Best_skin_care",,0,"01/29/2025 08:49",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid02hQjHmChFiNZxZmThYW8RDA3gjXGyStUtWix2XBPCBmVpavE8yADQrJ4Fuc6P1TzJl,0,0,Photos,,,,,Lifetime,2535,1685,1646,19,18,0,1,17,10,7,,,,,,,,
1147461754051290,100063624278058,"Bidhaan Health & Beauty","𝐂𝐚𝐚𝐟𝐢𝐦𝐚𝐚𝐝𝐤𝐚 𝐂𝐢𝐝𝐢𝐲𝐚𝐡𝐚 𝐰𝐚𝐚 𝐪𝐞𝐲𝐛 𝐦𝐮𝐡𝐢𝐢𝐦 𝐮 𝐚𝐡 𝐣𝐢𝐫𝐤𝐚 𝐛𝐢𝐧𝐢 𝐚𝐚𝐝𝐚𝐦𝐤𝐚 𝐰𝐚𝐚𝐧𝐚 𝐚𝐬𝐭𝐚𝐚𝐧𝐭𝐚 𝐮𝐠𝐮 𝐡𝐨𝐫𝐞𝐲𝐬𝐨 𝐪𝐮𝐫𝐮𝐱𝐝𝐚 𝐪𝐨𝐟𝐤𝐚.

Fadlan nagala soo xiriir:
0770712173
#Bidhaan_Health_Beuaty
#Best_skin_care","𝐂𝐚𝐚𝐟𝐢𝐦𝐚𝐚𝐝𝐤𝐚 𝐂𝐢𝐝𝐢𝐲𝐚𝐡𝐚 𝐰𝐚𝐚 𝐪𝐞𝐲𝐛 𝐦𝐮𝐡𝐢𝐢𝐦 𝐮 𝐚𝐡 𝐣𝐢𝐫𝐤𝐚 𝐛𝐢𝐧𝐢 𝐚𝐚𝐝𝐚𝐦𝐤𝐚 𝐰𝐚𝐚𝐧𝐚 𝐚𝐬𝐭𝐚𝐚𝐧𝐭𝐚 𝐮𝐠𝐮 𝐡𝐨𝐫𝐞𝐲𝐬𝐨 𝐪𝐮𝐫𝐮𝐱𝐝𝐚 𝐪𝐨𝐟𝐤𝐚.

Fadlan nagala soo xiriir:
0770712173
#Bidhaan_Health_Beuaty
#Best_skin_care",41,"01/28/2025 04:56",N/A,https://www.facebook.com/bidhaanbeauty/videos/968886814665121/,0,0,Videos,,,,,Lifetime,1216,1215,1154,21,20,0,1,62,62,,,,1216,7722.606,7.097,0,0,0
1145982860865846,100063624278058,"Bidhaan Health & Beauty","𝐖𝐚𝐱𝐚𝐚 𝐧𝐚𝐠𝐚 𝐆𝐨'𝐚𝐧 𝐝𝐚𝐚𝐰𝐞𝐲𝐧𝐭𝐚 𝐝𝐚𝐝𝐤𝐚 𝐥𝐚 𝐝𝐡𝐢𝐛𝐚𝐧 𝐱𝐚𝐧𝐮𝐮𝐧𝐚𝐝𝐚 𝐦𝐚𝐪𝐚𝐚𝐫𝐤𝐚.

Fadlan nagala soo xiriir:
0770712173
#Bidhaan_Health_Beuaty
#Best_skin_care",,0,"01/26/2025 06:24",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid02JrPmCUcKgohaaut1XfW7K1cia6mnAh9tKm93enfXs7gmqyRi8NZ78DioES7Eif7Dl,0,0,Photos,,,,,Lifetime,7153,4599,4599,38,33,3,2,200,77,123,,,,,,,,
1143920884405377,100063624278058,"Bidhaan Health & Beauty","jimca mubaarak.",,0,"01/23/2025 13:02",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid0NMdiddRxyVqKvTYFHk8WFgtkqAL7Hn16k38jmNjtGp7MN53jnNVYq5d3WYYtTZc6l,0,0,Photos,,,,,Lifetime,1352,940,917,6,6,0,0,5,1,4,,,,,,,,
1143471381116994,100063624278058,"Bidhaan Health & Beauty","𝐃𝐫 𝐧𝐚𝐬𝐢𝐢𝐛 oo ah dhaqtarka cudurada maqaarka si aad ula kulantid nagu soo booqo xarunteena  𝐁𝐢𝐝𝐡𝐚𝐚𝐧 𝐭𝐚𝐥𝐞𝐱.

#Bidhaan_Health_Beuaty
#Best_skin_care",,0,"01/22/2025 23:54",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid021MWAo5riMGr6Zv5UCQCb1r8eRjA6As7yvYJC5QdfPVxNuvQFo3MUq5YL9AUWJfyWl,0,0,Photos,,,,,Lifetime,5847,3565,3439,52,47,0,5,104,51,53,,,,,,,,
1142880761176056,100063624278058,"Bidhaan Health & Beauty","mudnaanteenu waa caafimaadka timahaada.

#Bidhaan_Health_Beuaty
#Best_skin_care",,0,"01/22/2025 05:20",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid02YdGJykrcsT52ct7F9v4Yy5FPHrwEY1hMD3GS8RbiiBLySavf2Tn26PtgtShXUXSLl,0,0,Photos,,,,,Lifetime,2829,1973,1943,10,10,0,0,50,16,34,,,,,,,,
1140335658097233,100063624278058,"Bidhaan Health & Beauty","𝐖𝐚𝐫𝐠𝐚𝐥𝐢𝐧 𝐌𝐮𝐡𝐢𝐢𝐦 𝐀𝐡.

𝑭𝒂𝒅𝒍𝒂𝒏 𝒏𝒂𝒈𝒂𝒍𝒂 𝒔𝒐𝒐 𝒙𝒊𝒓𝒊𝒊𝒓: 𝟎𝟕𝟕𝟎𝟕𝟏𝟐𝟏𝟕𝟑
#Bidhaan_Health_Beuaty
#Best_skin_care",,0,"01/19/2025 00:32",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid0rpzyTQRCh5tyS1QMqpgqTocC4kC8wLXB4Cmifb4gdxJswbSPUC1KhdsXhSeE2vWGl,0,0,Photos,,,,,Lifetime,2479,1702,1619,10,9,0,1,39,32,7,,,,,,,,
1138363344961131,100063624278058,"Bidhaan Health & Beauty","Jimca mubaarak.",,0,"01/16/2025 13:42",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid0XvrkFE9GeKb9W29NN8Kcj8D4x9VSAATMWafBptPP4xHHfsmFkseMerGPjeigzpZXl,0,0,Photos,,,,,Lifetime,1452,1009,967,8,8,0,0,8,5,3,,,,,,,,
1136648665132599,100063624278058,"Bidhaan Health & Beauty","𝑭𝒂𝒅𝒍𝒂𝒏 𝒏𝒂𝒈𝒂𝒍𝒂 𝒔𝒐𝒐 𝒙𝒊𝒓𝒊𝒊𝒓: 𝟎𝟕𝟕𝟎𝟕𝟏𝟐𝟏𝟕𝟑
#Bidhaan_Health_Beuaty
#Best_skin_care",,0,"01/14/2025 07:52",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid0X5Afdn6iQ2DYE2g67Mc8KTgnJQvbeNVvyhVKc2UViXVo8aam69RZLZiuLT9dksN5l,0,0,Photos,,,,,Lifetime,2579,1769,1655,28,26,1,1,35,24,11,,,,,,,,
1134334682030664,100063624278058,"Bidhaan Health & Beauty","waxaa diyaar u nahay daryeelka caafimaadka maqaarka, cidiyaha iyo Timaha.

#bidhaan_health
#skincareroutine",,0,"01/11/2025 04:59",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid0HZ3EXrjzYUoom6kDhyWJAR6Gg4kziDgbxgTst7LvS9oAkMWS3wGcJdpprMwr55RAl,0,0,Photos,,,,,Lifetime,3952,2616,2584,27,26,1,0,48,28,20,,,,,,,,
1133214128809386,100063624278058,"Bidhaan Health & Beauty","Jimca wanaagsan.",,0,"01/09/2025 17:00",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid029vr2eoHGJWvL5iXWhiB9D8JFJyACm11iJ8KHfx1nsqDcjXhTcjbN7E5bEk7mSrk1l,0,0,Photos,,,,,Lifetime,1443,545,500,10,9,1,0,5,5,,,,,,,,,
1131369035660562,100063624278058,"Bidhaan Health & Beauty","Nagu soo booqo xarumaheena si aan qeyb ugu qaadano caafimaadkaada.

#bidhaan_health
#skincareroutine",,0,"01/07/2025 05:16",N/A,https://www.facebook.com/bidhaanbeauty/posts/pfbid02C4FfDp8bMydefPCjgiMu5ztqHy5MoNKNhxQQKxpBPATgS7xzxedrjLFYjp1J1FZFl,0,0,Photos,,,,,Lifetime,3930,2549,2538,19,19,0,0,108,35,72,1,,,,,,,
