"Video asset ID","Universal video ID","Page ID","Page name",Title,"Duration (sec)","Publish time","Custom labels","Data comment",Date,Impressions,Reach,"3-second video views","1-minute video views","Seconds viewed","Average Seconds viewed","3-Second viewers","1-minute viewers","3-second video views from Boosted posts","3-second video views from Organic posts","Reactions, Comments and Shares",Reactions,Comments,Shares,"Seconds viewed from Recommendations","Seconds viewed from Followers","Seconds viewed from Shares","Seconds viewed from Boosted posts","Average Seconds viewed from Recommendations","Average Seconds viewed from Shares","Average Seconds viewed from Followers","Average Seconds viewed from Boosted posts","1-minute video views from Recommendations","1-minute video views from Followers","1-minute video views from Boosted posts","1-minute video views from Shares"
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/06/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/07/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/08/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/09/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/10/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/11/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/12/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/13/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/14/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/15/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/16/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/17/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/18/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/19/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/20/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/21/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/22/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/23/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/24/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/25/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/26/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/27/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,
1059701189209020,,423008958154572,"Bidhaan Health & Beauty",,41,"01/28/2025 02:04",,,01/28/2025,871,860,365,0,5869.154,7.592,352,0,0,365,18,17,0,1,215.328,5644.933,8.893,,5.3832,2.22325,7.7433923182442,0,,,,
